proper,ra,dec,dist,mag,absmag,ci,temp,x,y,z,con,lum,var,var_min,var_max
Alnilam,5.603559,-1.20192,606.0606,1.69,-7.223,-0.184,13211.01457,62.775122,602.66691,-12.712683,Ori,67483.87309,Eps,1.717,1.667
,7.085265,-25.100565,606.0606,8.28,-0.633,-0.168,12859.61995,-153.844093,526.823604,-257.095967,CMa,156.0270869,,,
,7.775954,-40.059513,606.0606,6.56,-2.353,-0.124,11992.87123,-207.984142,414.62399,-390.050462,Pup,760.6765008,,,
,19.831867,28.439674,606.0606,6.45,-2.463,-0.104,11640.52664,245.893798,-472.800715,288.626133,Vul,841.7827077,V379,6.466,6.356
,20.181776,30.789686,606.0606,6.96,-1.953,-0.104,11640.52664,281.473027,-437.991283,310.23524,Cyg,526.2595621,,,
,8.037195,28.184193,606.0606,8.96,0.047,-0.066,11030.97053,-271.593363,460.009928,286.24703,Gem,83.40651974,,,
,19.614021,36.298501,606.0606,8.85,-0.063,-0.061,10956.02184,200.307458,-445.489701,358.783082,Cyg,92.29963848,,,
,23.493536,48.380948,606.0606,7.97,-0.943,-0.04,10653.26991,398.996842,-53.215994,453.076949,And,207.586927,,,
,10.32081,-61.108075,606.0606,8.11,-0.803,-0.036,10597.70565,-264.981109,124.622184,-530.625832,Car,182.4735831,,,
,8.486735,-9.022658,606.0606,8.78,-0.133,-0.008,10226.13603,-362.729863,476.133233,-95.045475,Hya,98.4464364,,,
,8.510898,-44.73732,606.0606,6.3,-2.613,-0.007,10213.40114,-263.051169,340.797442,-426.58047,Vel,966.4958643,,,
,6.248486,-28.740701,606.0606,8.39,-0.523,0.002,10100.35806,-34.544889,530.272818,-291.422099,CMa,140.9937949,,,
,11.627199,-60.983146,606.0606,7.34,-1.573,0.01,10002.18852,-292.580847,28.646834,-529.986092,Cen,370.8514659,,,
,7.187344,-48.033503,606.0606,9.37,0.457,0.011,9990.066505,-123.957624,385.847767,-450.627851,Pup,57.17418729,,,
,10.556592,-38.914586,606.0606,10,1.087,0.031,9754.309662,-438.295533,173.986062,-380.703725,Ant,32.00368595,,,
,6.54302,-3.785234,606.0606,9.16,0.247,0.051,9530.584867,-85.681732,598.637854,-40.010149,Mon,69.37452139,,,
,5.400214,32.625557,606.0606,8.34,-0.573,0.06,9433.580165,79.820821,504.15172,326.75546,Aur,147.6386278,V424,8.438,8.308
,20.441289,63.445089,606.0606,10.19,1.277,0.069,9338.741463,161.616063,-217.462957,542.125043,Dra,26.86581377,,,
,4.821944,-9.009384,606.0606,7.42,-1.493,0.079,9235.814124,181.698954,570.339934,-94.906801,Eri,344.5085463,,,
,19.141401,-15.878614,606.0606,8.42,-0.493,0.086,9165.248106,171.610953,-557.102698,-165.81832,Sgr,137.1513226,,,
,20.83134,-69.689357,606.0606,9.9,0.987,0.089,9135.369954,142.04269,-155.174896,-568.378463,Pav,35.09134384,,9.971,9.831
,1.613064,63.414475,606.0606,7.6,-1.313,0.101,9017.983969,247.404122,111.167089,541.980191,Cas,291.8770848,V769,7.633,7.553
,22.900726,-49.536591,606.0606,8.93,0.017,0.101,9017.983969,377.135146,-111.634296,-461.103368,Gru,85.74326166,,,
,19.765612,39.665488,606.0606,9.07,0.157,0.106,8970.052524,208.051986,-417.576438,386.851057,Cyg,75.37025767,,,
,7.752883,-23.796225,606.0606,10.69,1.777,0.108,8951.037474,-245.640843,497.16395,-244.536364,Pup,16.95118252,,10.78,10.59
,4.337071,43.59973,606.0606,8.48,-0.433,0.151,8562.71318,185.095308,397.954358,417.949168,Per,129.7776782,,,
,22.904251,46.935372,606.0606,10.14,1.227,0.189,8249.126265,396.920893,-117.092969,442.778152,Lac,28.13196057,,,
,22.191828,59.414488,606.0606,5.05,-3.863,0.192,8225.441218,274.466338,-140.588162,521.739251,Cep,3056.32828,,,
,21.649339,57.489037,606.0606,5.74,-3.173,0.2,8163.006623,265.975255,-188.041813,511.08395,Cep,1618.825363,,,
,22.495191,40.921977,606.0606,9.62,0.707,0.245,7830.325211,422.861139,-175.778855,396.988289,Lac,45.41507126,,,
,17.221868,33.768559,606.0606,9.9,0.987,0.273,7637.887807,-101.925332,-493.393996,336.872442,Her,35.09134384,,9.974,9.854
,17.403079,-43.804999,606.0606,8.11,-0.803,0.3,7461.863794,-68.075245,-432.063621,-419.518702,Sco,182.4735831,,,
,17.986316,-49.433459,606.0606,11.06,2.147,0.337,7234.535498,-1.412178,-394.137294,-460.394668,Ara,12.05591008,S,11.28,9.94
,20.722221,25.824759,606.0606,7.03,-1.883,0.344,7193.213823,356.702985,-412.759004,264.012188,Vul,493.4009712,,,
,12.213907,17.355203,606.0606,9.8,0.887,0.372,7032.940844,-577.562167,-32.377731,180.784615,Com,38.47689339,,,
,6.128666,30.686316,606.0606,9.31,0.397,0.413,6811.764999,-17.553014,520.900808,309.295476,Aur,60.4226822,,,
,8.113508,-21.638651,606.0606,8.17,-0.743,0.44,6674.161524,-296.046513,479.291123,-223.485866,Pup,172.6632853,,,
,12.541966,21.100932,606.0606,9.45,0.537,0.46,6576.050273,-559.740903,-79.956853,218.189079,Com,53.11289819,KK,9.633,9.413
,0.505797,64.790261,606.0606,8.23,-0.683,0.461,6571.226571,255.881356,34.082911,548.336155,Cas,163.3804169,,,
,8.68872,33.438556,606.0606,9.57,0.657,0.465,6552.00811,-327.317093,385.538955,333.965096,Lyn,47.55541763,,,
,6.36736,-5.454731,606.0606,8.04,-0.873,0.537,6225.704592,-57.934261,600.528074,-57.611674,Mon,194.6256159,,,
,12.103561,21.945414,606.0606,10.86,1.947,0.559,6132.860763,-561.939048,-15.239199,226.49884,Com,14.49439191,,10.918,10.808
,10.335255,-34.513007,606.0606,9.09,0.177,0.673,5695.668906,-452.709407,210.824648,-343.389882,Ant,73.99459543,,,
,6.334397,38.345588,606.0606,10.74,1.827,0.746,5448.996693,-41.559556,473.502669,376.001964,Aur,16.18825363,,10.794,10.684
,4.742577,42.242884,606.0606,10.22,1.307,0.753,5426.533872,145.044838,424.575853,407.439309,Per,26.13364576,,10.288,10.168
,2.681382,-38.651215,606.0606,9.66,0.747,0.756,5416.967263,361.402244,305.63269,-378.53207,For,43.77236379,,,
,2.255879,50.734023,606.0606,9.2,0.287,0.8,5280.671927,318.61384,213.601164,469.221925,And,66.86517722,,,
,10.19126,30.797058,606.0606,9.1,0.187,0.833,5183.138232,-463.313927,237.407143,310.302278,LMi,73.3162089,,,
,23.8961,-18.364807,606.0606,7.36,-1.553,0.863,5097.730698,574.980815,-15.643825,-190.949116,Aqr,364.0826638,,,
,7.959816,-38.924828,606.0606,8.37,-0.543,0.885,5036.970817,-231.440011,410.786389,-380.788018,Pup,143.6150653,,,
,11.765004,36.290533,606.0606,8.69,-0.223,0.9,4996.415833,-487.576469,30.034573,358.715154,UMa,106.9547311,,,
,10.703467,2.796808,606.0606,8.42,-0.493,0.953,4858.492605,-570.800541,201.548204,29.572197,Sex,137.1513226,,,
,23.815133,12.633125,606.0606,8.77,-0.143,0.962,4835.866736,590.695673,-28.610869,132.549955,Peg,99.35735006,,,
,0.920101,44.992658,606.0606,8.92,0.007,0.979,4793.730685,416.22974,102.247727,428.49464,And,86.5366343,,,
,20.367665,66.210689,606.0606,9.55,0.637,0.979,4793.730685,142.016128,-198.989275,554.566622,Dra,48.43953885,,9.596,9.486
,3.964432,-27.872318,606.0606,8.99,0.077,0.984,4781.484866,272.184936,461.460816,-283.335009,Eri,81.13346052,,,
,13.002065,-32.974469,606.0606,8.74,-0.173,0.992,4762.028334,-491.036605,-131.857418,-329.857735,Cen,102.1409752,,,
,7.462488,-24.774024,606.0606,8.38,-0.533,0.993,4759.608011,-205.581429,510.439079,-253.963922,Pup,142.2983945,,,
,12.913716,17.671425,606.0606,9.34,0.427,1.01,4718.856086,-561.019401,-136.821309,183.974485,Com,58.77599637,,,
,5.325462,6.375988,606.0606,10.61,1.697,1.034,4662.560527,105.81252,592.944571,67.304512,Ori,18.24735831,,10.651,10.541
,20.125372,16.6473,606.0606,7.17,-1.743,1.037,4655.622937,306.675027,-493.066365,173.623835,Sge,433.7105635,,,
,9.570248,-5.603425,606.0606,9.07,0.157,1.04,4648.707065,-485.194166,358.321267,-59.177206,Hya,75.37025767,,,
,2.386883,-48.272427,606.0606,7.88,-1.033,1.043,4641.812807,327.159558,235.983478,-452.313909,Eri,225.5277567,,,
,15.820455,28.570633,606.0606,9.25,0.337,1.048,4630.370122,-287.494728,-447.936351,289.843507,CrB,63.85574851,,9.306,9.206
,16.981991,-39.168473,606.0606,7.44,-1.473,1.055,4614.449816,-123.750837,-453.285039,-382.78957,Sco,338.2205567,,,
,15.679341,26.924177,606.0606,9.55,0.637,1.067,4587.42435,-308.471666,-443.66921,274.430891,CrB,48.43953885,,,
,3.686072,4.185805,606.0606,8.45,-0.463,1.069,4582.952465,344.174984,496.886489,44.237043,Tau,133.4135683,,,
,10.829552,-31.414172,606.0606,8.15,-0.763,1.073,4574.036167,-493.132304,156.021253,-315.891359,Hya,175.8733354,,,
,7.965415,64.319523,606.0606,8.86,-0.053,1.077,4565.156303,-129.254202,228.630386,546.196804,Cam,91.45343031,,,
,13.172313,47.041125,606.0606,9.91,0.997,1.078,4562.942003,-393.714611,-124.777541,443.541228,CVn,34.76962446,SY,10.282,9.332
,13.343451,-18.424689,606.0606,8.16,-0.753,1.093,4529.996586,-539.794712,-198.089952,-191.550231,Vir,174.260919,,,
,23.962758,-7.375179,606.0606,8.52,-0.393,1.093,4529.996586,601.018012,-5.860027,-77.797561,Cet,125.0834928,,,
,13.742198,36.594719,606.0606,9.59,0.677,1.1,4514.792643,-436.847427,-214.321052,361.303561,CVn,46.68743344,,9.661,9.531
,10.554729,-7.215215,606.0606,9.71,0.797,1.109,4495.401646,-558.732758,222.110384,-76.119205,Sex,41.8022829,,,
,15.569567,22.544674,606.0606,9.73,0.817,1.114,4484.704323,-332.607937,-450.208305,232.365861,Ser,41.03930525,,,
,23.011618,33.230085,606.0606,9.63,0.717,1.119,4474.060364,490.078288,-129.719734,332.122737,Peg,44.99870339,,,
,1.570979,-34.323622,606.0606,9.18,0.267,1.13,4450.829467,458.785628,200.101972,-341.737325,Scl,68.10829368,,,
,6.562741,9.16901,606.0606,8.52,-0.393,1.14,4429.929225,-87.828637,591.835304,96.574088,Mon,125.0834928,,,
,4.747082,-43.017721,606.0606,9.27,0.357,1.143,4423.69928,142.755738,419.491718,-413.469404,Cae,62.69024975,,,
,11.358233,35.645498,606.0606,8.04,-0.873,1.147,4415.421247,-485.572879,82.359773,353.193004,UMa,194.6256159,,,
,5.975277,23.772978,606.0606,10.18,1.267,1.15,4409.234032,3.589802,554.624673,244.31135,Tau,27.11440009,,,
,19.051057,-19.245686,606.0606,5.96,-2.953,1.158,4392.823419,155.467898,-550.664295,-199.769369,Sgr,1321.904253,,,
,10.025332,42.999097,606.0606,8.28,-0.633,1.16,4388.740774,-385.328147,219.074926,413.325352,UMa,156.0270869,,,
,12.406336,-30.941108,606.0606,10.48,1.567,1.2,4308.727009,-516.877453,-55.192976,-311.610148,Hya,20.56837587,,,
,14.945471,57.044625,606.0606,8.67,-0.243,1.208,4293.089669,-236.428949,-229.773184,508.542119,Dra,108.943168,,,
,4.119642,-67.170887,606.0606,8.91,-0.003,1.209,4291.143359,111.13572,207.220922,-558.585528,Hyi,87.33734791,,,
,7.492355,6.661283,606.0606,8.49,-0.423,1.223,4264.087834,-229.250022,556.60704,70.302782,CMi,128.5878693,,,
,8.839018,87.555593,606.0606,9.86,0.947,1.232,4246.882838,-17.491559,19.031284,605.50913,Cep,36.40826638,,,
,6.754865,82.417027,606.0606,8.63,-0.283,1.241,4229.822569,-15.702612,78.420202,600.760583,Cam,113.0316325,,,
,19.485544,7.353842,606.0606,9.34,0.427,1.247,4218.528529,227.918342,-556.187914,77.573735,Aql,58.77599637,,,
,22.716312,-30.282199,606.0606,8.63,-0.283,1.259,4196.128713,494.087102,-172.594494,-305.611727,PsA,113.0316325,,,
,3.909747,-28.99721,606.0606,9.29,0.377,1.272,4172.141327,275.815334,452.678664,-293.798196,Eri,61.54602374,,,
,12.641649,6.988619,606.0606,7.77,-1.143,1.275,4166.646445,-593.090002,-100.576979,73.740688,Vir,249.5743795,R,9.802,6.312
,16.621097,15.710872,606.0606,7.75,-1.163,1.276,4164.81818,-206.067086,-545.814433,164.110975,Her,254.2143136,,,
,17.453031,50.283454,606.0606,10.15,1.237,1.276,4164.81818,-55.265772,-383.302954,466.190938,Her,27.8740452,,,
,18.767246,-6.252026,606.0606,7.88,-1.033,1.277,4162.991591,120.199973,-590.343337,-66.001223,Sct,225.5277567,,,
,1.413508,-10.430232,606.0606,7.79,-1.123,1.279,4159.343435,555.698097,215.57037,-109.720062,Cet,245.0191337,,,
,6.721353,-63.13606,606.0606,8.08,-0.833,1.283,4152.067141,-51.411983,268.993588,-540.655813,Pic,187.5858174,,,
,20.881658,-24.214665,606.0606,8.3,-0.613,1.289,4141.20246,378.548955,-402.763306,-248.579683,Cap,153.1792716,,,
,19.83316,45.151462,606.0606,8.11,-0.803,1.3,4121.437438,197.341084,-379.13075,429.680809,Cyg,182.4735831,,,
,7.62681,-65.917033,606.0606,7.35,-1.563,1.304,4114.298942,-102.172655,225.216023,-553.306373,Vol,367.4514792,,,
,3.812672,6.300718,606.0606,10.88,1.967,1.325,4077.241586,326.412511,506.300621,66.513194,Tau,14.22983945,,10.929,10.819
,21.989677,81.846342,606.0606,9.26,0.347,1.35,4034.024072,74.324254,-43.179129,599.934096,Cep,63.27031549,,,
,4.766911,80.544575,606.0606,7.67,-1.243,1.383,3978.418928,31.58611,94.420684,597.826482,Cep,273.6528654,,,
,6.454062,-36.003244,606.0606,9.27,0.357,1.391,3965.178684,-58.145556,486.833108,-356.261239,Col,62.69024975,,,
,8.754786,-76.826887,606.0606,8.88,-0.033,1.405,3942.227909,-91.197163,103.728188,-590.112693,Cha,89.78421709,,,
,0.058428,19.381496,606.0606,7.92,-0.993,1.408,3937.345853,571.64819,8.744921,201.125146,Peg,217.3701975,,,
,8.436943,-23.067202,606.0606,8.13,-0.783,1.416,3924.388408,-332.09879,447.919812,-237.460916,Pup,179.1430648,,,
,10.492833,-37.500056,606.0606,9.32,0.407,1.424,3911.519485,-443.873594,184.834935,-368.946786,Ant,59.86872372,,,
,0.60783,-70.262717,606.0606,9.1,0.187,1.438,3889.209072,202.085494,32.431988,-570.455143,Tuc,73.3162089,,,
,8.390372,-70.248655,606.0606,7.07,-1.843,1.438,3889.209072,-119.967065,165.998828,-570.404894,Vol,475.5541763,,,
,2.589455,34.366304,606.0606,8.61,-0.303,1.445,3878.152919,389.650512,313.755665,342.110089,Tri,115.1330474,,,
,4.214027,-30.314171,606.0606,8.06,-0.853,1.457,3859.350947,235.811769,467.038724,-305.903729,Eri,191.0732981,,,
,9.326915,-38.145942,606.0606,8.4,-0.513,1.465,3846.921325,-364.604644,306.985175,-374.343434,Vel,139.7011561,,,
,17.016814,46.274107,606.0606,8.02,-0.893,1.47,3839.195018,-106.640862,-405.113751,437.972632,Her,198.2439763,,,
,13.265617,-36.674508,606.0606,8.98,0.067,1.493,3804.065747,-459.646577,-158.127672,-361.98082,Cen,81.88417919,,,
,7.549604,66.937824,606.0606,7.7,-1.213,1.507,3783.007994,-93.693955,218.141931,557.624418,Cam,266.1950651,,,
,20.341844,53.595685,606.0606,6.23,-2.683,1.547,3724.155822,206.962575,-294.175881,487.787301,Cyg,1030.86074,,,
,20.425506,-39.329518,606.0606,8.74,-0.173,1.548,3722.708867,278.077855,-377.415706,-384.108762,Sgr,102.1409752,V4440,8.818,8.688
,17.350039,41.36362,606.0606,8.23,-0.683,1.549,3721.263079,-77.026946,-448.297872,400.506328,Her,163.3804169,,,
,13.074141,-64.790393,606.0606,8.49,-0.423,1.555,3712.612774,-248.000424,-71.638305,-548.336753,Mus,128.5878693,,,
,22.322779,-40.284025,606.0606,7.83,-1.083,1.573,3686.910509,418.474101,-196.54712,-391.864909,Gru,236.1565524,,,
,8.41099,-11.524501,606.0606,7.09,-1.823,1.582,3674.19735,-350.432421,479.422024,-121.082998,Pup,466.8743344,,,
,15.289286,-58.367999,606.0606,7.69,-1.223,1.64,3594.399505,-207.107902,-241.119089,-516.02069,Cir,268.6581377,,,
,8.966208,-37.716802,606.0606,8.44,-0.473,1.651,3579.668806,-335.989345,341.987381,-370.763054,Vel,134.6480288,,,
,23.290141,50.827046,606.0606,7.87,-1.043,1.653,3577.003926,376.234523,-70.735919,469.844085,And,227.6145393,,,
,20.763862,50.761993,606.0606,8.44,-0.473,1.677,3545.342939,253.810694,-287.305861,469.409123,Cyg,134.6480288,,,
,2.727494,17.548495,606.0606,7.29,-1.623,1.687,3532.321464,436.692381,378.440352,182.735097,Ari,388.329157,AM,7.334,7.234
,8.548991,-49.155068,606.0606,7.22,-1.693,1.705,3509.130593,-245.309318,311.342607,-458.474176,Vel,414.1903726,,,
,19.570582,25.352525,606.0606,7.07,-1.843,1.78,3415.797871,218.906108,-502.041747,259.507055,Vul,475.5541763,,,
,15.757369,-52.566824,606.0606,8.35,-0.563,1.798,3394.156171,-204.072608,-306.695435,-481.250175,Nor,146.2850687,,,
,14.381179,-55.962322,606.0606,7.84,-1.073,1.833,3352.875536,-275.426155,-198.042676,-502.224036,Cen,233.9914561,V1003,8.039,7.769
,17.174747,1.531648,606.0606,9.95,1.037,1.861,3320.589718,-129.877171,-591.759198,16.199469,Oph,33.5119732,,,
,19.533706,38.80255,606.0606,11.57,2.657,,,184.588231,-434.744868,379.780905,Cyg,7.537025767,,11.928,10.188
,7.461901,-3.071453,609.7561,7.85,-1.076,-0.139,12273.29896,-227.386019,564.827972,-32.671523,Mon,234.6388924,,,
,22.78403,17.233051,609.7561,7.34,-1.586,-0.131,12121.92886,553.121453,-182.280316,180.645724,Peg,375.3185242,,,
,9.585973,14.075632,609.7561,7.89,-1.036,-0.098,11539.29305,-477.212146,349.399657,148.294258,Leo,226.1517746,,,
,0.072581,54.274591,609.7561,7.79,-1.136,-0.089,11391.08442,355.973097,6.764985,495.015041,Cas,247.9704899,,,
Aludra,7.401584,-29.303104,609.7561,2.45,-6.476,-0.083,11294.62221,-190.762166,496.337122,-298.432917,CMa,33915.63869,Eta,2.509,2.409
,9.762193,-41.666978,609.7561,7.49,-1.436,-0.061,10956.02184,-379.541009,251.852501,-405.365812,Vel,326.8887692,,,
,21.322838,64.871855,609.7561,5.19,-3.736,-0.045,10723.64805,197.893348,-166.980893,552.048829,Cep,2718.942354,V382,5.221,5.051
,20.015134,33.01249,609.7561,8.41,-0.516,-0.027,10475.0204,257.408356,-441.792672,332.208306,Cyg,140.0876984,,,
,6.901591,-17.903713,609.7561,8.17,-0.756,-0.024,10434.82636,-135.686609,564.140122,-187.450176,CMa,174.7430855,,,
,16.340164,-65.711855,609.7561,8.44,-0.486,-0.004,10175.40774,-105.5896,-227.498772,-555.785611,TrA,136.2699197,,,
,5.064992,40.683302,609.7561,8.1,-0.826,0,10125.23719,112.059633,448.608769,397.486243,Aur,186.3802972,,,
,18.052912,-56.125052,609.7561,8.81,-0.116,0.019,9894.255344,4.707795,-339.834556,-506.253704,Ara,96.91700839,,,
,5.515537,-2.698903,609.7561,9.2,0.274,0.024,9835.404627,77.043948,604.18736,-28.711781,Ori,67.67059577,,,
,15.007716,-73.270131,609.7561,8.78,-0.146,0.066,9370.118415,-123.863517,-124.364784,-583.946685,Aps,99.6322642,,,
,0.793293,-67.710694,609.7561,8.7,-0.226,0.082,9205.424471,226.300682,47.686531,-564.195443,Tuc,107.2506666,,,
,22.715918,44.721739,609.7561,8.75,-0.176,0.09,9125.458485,408.999896,-142.91915,429.063497,Lac,102.4235914,,,
,10.796783,-46.393415,609.7561,9.55,0.624,0.095,9076.256441,-399.85765,130.294128,-441.519876,Vel,49.02301301,,9.626,9.496
,9.951301,-9.375986,609.7561,9.02,0.094,0.1,9027.638443,-517.132318,307.422928,-99.336856,Sex,79.87300061,,,
,21.890866,51.502972,609.7561,9.06,0.134,0.12,8838.793893,323.150629,-199.091481,477.219738,Cyg,76.98391619,,,
,22.696327,36.824491,609.7561,10.27,1.344,0.139,8667.295947,459.941374,-163.371763,365.466964,Lac,25.25806055,,10.328,10.218
,17.904353,-31.2609,609.7561,8.83,-0.096,0.151,8562.71318,-13.05033,-521.06418,-316.424348,Sco,95.14807364,,,
,13.814237,-79.064614,609.7561,9.82,0.894,0.168,8419.228311,-102.868068,-52.897461,-598.68399,Cha,38.22962166,,,
,5.716337,-4.832782,609.7561,9.68,0.754,0.171,8394.455583,45.079801,605.91366,-51.370716,Ori,43.49106072,,,
,5.055177,41.441646,609.7561,6.11,-2.816,0.188,8257.054701,111.914059,443.179366,403.571287,Aur,1165.198723,,,
,13.966307,-62.964346,609.7561,9.89,0.964,0.235,7901.660788,-241.241974,-136.458097,-543.124294,Cen,35.8426408,,9.958,9.818
,22.651836,42.988199,609.7561,9.38,0.454,0.242,7851.5771,418.538455,-154.178523,415.760804,Lac,57.33238387,,,
,8.810471,-25.654262,609.7561,8.28,-0.646,0.283,7571.642956,-368.904671,407.458464,-263.987585,Pyx,157.9064973,,,
,6.703595,-10.498076,609.7561,8.79,-0.136,0.289,7532.495891,-109.813962,589.407024,-111.099134,Mon,98.71883011,,8.849,8.739
,19.933665,-20.491901,609.7561,9.3,0.374,0.308,7411.397149,276.952936,-499.534035,-213.460349,Sgr,61.71631685,,,
,22.174034,64.341033,609.7561,8.05,-0.876,0.337,7234.535498,234.43457,-121.464841,549.626443,Cep,195.16413,,,
,13.558368,-62.317,609.7561,10.47,1.544,0.376,7010.676413,-260.029678,-112.392927,-539.958238,Cen,21.00873969,V972,10.556,10.336
,19.344276,2.783434,609.7561,9.36,0.434,0.386,6955.680237,209.941475,-571.708235,29.610354,Aql,58.39827246,,,
,9.176253,43.932544,609.7561,9.85,0.924,0.389,6939.363792,-324.496866,295.85189,423.055486,Lyn,37.18775833,,,
,9.194862,-46.2343,609.7561,9.4,0.474,0.39,6933.943452,-313.060004,282.643895,-440.350273,Vel,56.28594993,,,
,6.395727,40.980921,609.7561,9.48,0.554,0.414,6806.558765,-47.604607,457.8538,399.882734,Aur,52.28775553,,,
,23.340589,34.038866,609.7561,8.66,-0.266,0.435,6699.187413,497.768743,-86.795471,341.314116,Peg,111.2756142,,,
,1.440576,-16.528192,609.7561,9.74,0.814,0.441,6669.180639,543.478539,215.273134,-173.467742,Cet,41.15285784,,,
,12.820345,28.463794,609.7561,10.8,1.874,0.49,6434.592641,-523.732897,-114.241608,290.611785,Com,15.50243789,,10.867,10.757
,19.687075,-71.470399,609.7561,9,0.074,0.535,6234.295463,82.83151,-175.181423,-578.146099,Pav,81.35795056,,,
,7.799299,35.537979,609.7561,10.51,1.584,0.689,5639.579428,-225.17854,442.138354,354.416143,Lyn,20.24883307,,,
,7.940842,-1.024507,609.7561,8.48,-0.446,0.703,5591.460689,-296.615944,532.637418,-10.902475,Mon,131.3409037,,,
,6.375099,80.127179,609.7561,8.27,-0.656,0.714,5554.263969,-10.250316,104.046173,600.726082,Cam,159.3675881,,,
,14.876664,-0.624583,609.7561,10.55,1.624,0.757,5413.786377,-444.831031,-416.993615,-6.646833,Lib,19.516413,,10.624,10.474
,22.380815,-27.584854,609.7561,9.37,0.444,0.782,5335.537447,492.608675,-222.294852,-282.354731,PsA,57.86287388,,,
,0.239012,-1.184661,609.7561,10.2,1.274,0.794,5298.826578,608.432691,38.121337,-12.606563,Psc,26.94014941,,,
,7.706819,52.309232,609.7561,8.33,-0.596,0.89,5023.375178,-161.096754,336.200992,482.513452,Lyn,150.7995342,,,
,1.524681,-29.066133,609.7561,9.53,0.604,0.916,4953.91241,491.065616,207.133449,-296.230984,Scl,49.93441887,,,
,2.59414,-52.876523,609.7561,9.02,0.094,0.927,4925.132459,286.35145,231.156798,-486.180916,Hor,79.87300061,,,
,7.502166,-50.078915,609.7561,9.64,0.714,0.95,4866.084384,-149.948915,361.429066,-467.639663,Pup,45.12321133,,,
,9.331244,77.967938,609.7561,7.89,-1.036,0.962,4835.866736,-97.326565,81.757433,596.360431,Cam,226.1517746,,,
,4.300309,80.236743,609.7561,10.11,1.184,0.99,4766.876782,44.507229,93.331989,600.92491,Cam,29.26846862,,10.174,10.024
,21.161727,35.804336,609.7561,8.15,-0.776,1.01,4718.856086,364.169123,-334.566813,356.718936,Cyg,177.991802,,,
